"DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","COUNTY_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","OFFENSE_SUBCAT_ID","OFFENSE_NAME","OFFENSE_SUBCAT_NAME","ACTUAL_COUNT","UNFOUNDED_COUNT","CLEARED_COUNT","JUVENILE_CLEARED_COUNT"
2017,"AZ0110000","Pinal","","County","AZ","Arizona","Mountain","PINAL","West","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2017,"AZ0110000","Pinal","","County","AZ","Arizona","Mountain","PINAL","West","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2017,"AZ0110000","Pinal","","County","AZ","Arizona","Mountain","PINAL","West","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",3,0,0,0
2017,"AZ0110000","Pinal","","County","AZ","Arizona","Mountain","PINAL","West","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2017,"TX0460100","New Braunfels","","City","TX","Texas","West South Central","GUADALUPE; COMAL","South","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,1
2017,"AZ0110000","Pinal","","County","AZ","Arizona","Mountain","PINAL","West","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2017,"TX1910000","Randall","","County","TX","Texas","West South Central","RANDALL","South","9C","MSA counties from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"LANPD0000","New Orleans","","City","LA","Louisiana","West South Central","ORLEANS","South","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"LANPD0000","New Orleans","","City","LA","Louisiana","West South Central","ORLEANS","South","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"LA0260000","Jefferson","","County","LA","Louisiana","West South Central","JEFFERSON","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",6,0,4,0
2017,"LA0260000","Jefferson","","County","LA","Louisiana","West South Central","JEFFERSON","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",6,0,4,0
2017,"MN0272700","Maple Grove","","City","MN","Minnesota","West North Central","HENNEPIN","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",4,0,4,0
2017,"AZ0071700","Mesa","","City","AZ","Arizona","Mountain","MARICOPA","West","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",6,0,0,0
2017,"AZ0071700","Mesa","","City","AZ","Arizona","Mountain","MARICOPA","West","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"TX1160000","Hunt","","County","TX","Texas","West South Central","HUNT","South","9B","MSA counties from 25,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2019,"TX1160000","Hunt","","County","TX","Texas","West South Central","HUNT","South","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"AKAST0100","Alaska State Troopers","","State Police","AK","Alaska","Pacific","","West","8A","Non-MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"VTVSP0200","State Police:","St. Johnsbury","State Police","VT","Vermont","New England","CALEDONIA","Northeast","8C","Non-MSA counties from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",5,0,0,0
2017,"TX1120000","Hopkins","","County","TX","Texas","West South Central","HOPKINS","South","8C","Non-MSA counties from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2017,"MN0020600","Fridley","","City","MN","Minnesota","West North Central","ANOKA","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",3,0,3,0
2017,"LA0260000","Jefferson","","County","LA","Louisiana","West South Central","JEFFERSON","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"MN0690600","Duluth","","City","MN","Minnesota","West North Central","ST LOUIS","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2017,"MN0821100","Woodbury","","City","MN","Minnesota","West North Central","WASHINGTON","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",5,0,5,0
2017,"HI0020000","Honolulu","","City","HI","Hawaii","Pacific","HONOLULU","West","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"TX1080000","Hidalgo","","County","TX","Texas","West South Central","HIDALGO","South","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2016,"LA0260000","Jefferson","","County","LA","Louisiana","West South Central","JEFFERSON","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",13,0,9,0
2016,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","CLARK","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",20,4,0,0
2016,"NV0160100","Reno","","City","NV","Nevada","Mountain","WASHOE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"ND0270000","McKenzie","","County","ND","North Dakota","West North Central","MCKENZIE","Midwest","8D","Non-MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"TX1170000","Hutchinson","","County","TX","Texas","West South Central","HUTCHINSON","South","8D","Non-MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",2,0,2,0
2016,"LA0530000","Tangipahoa","","County","LA","Louisiana","West South Central","TANGIPAHOA","South","9B","MSA counties from 25,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2016,"OK0550600","Oklahoma City","","City","OK","Oklahoma","West South Central","POTTAWATOMIE; CANADIAN; CLEVELAND; OKLAHOMA","South","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"OK0720500","Tulsa","","City","OK","Oklahoma","West South Central","WAGONER; OSAGE; TULSA","South","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",2,0,1,0
2016,"RI0041200","Woonsocket","","City","RI","Rhode Island","New England","PROVIDENCE","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"SC0230000","Greenville","","County","SC","South Carolina","South Atlantic","GREENVILLE","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"TNMPD0000","Memphis","","City","TN","Tennessee","East South Central","SHELBY","South","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",7,0,2,0
2016,"TNTBI0000","Tennessee Bureau of Investigation","","Other State Agency","TN","Tennessee","East South Central","","South","7","Cities under 2,500",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"TN0330100","Chattanooga","","City","TN","Tennessee","East South Central","HAMILTON","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"TN0940100","Franklin","","City","TN","Tennessee","East South Central","WILLIAMSON","South","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","ROCKWALL; DENTON; COLLIN; DALLAS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2016,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",82,"Human Trafficking","Involuntary Servitude",4,0,0,0
2019,"MN0090100","Cloquet","","City","MN","Minnesota","West North Central","CARLTON","Midwest","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"MD0160400","Montgomery County Police Department","","County","MD","Maryland","South Atlantic","MONTGOMERY","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"TX0140400","Killeen","","City","TX","Texas","West South Central","BELL","South","2","Cities from 100,000 thru 249,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2016,"MD0240200","Ocean City","","City","MD","Maryland","South Atlantic","WORCESTER","South","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",3,0,3,0
2016,"TX2201200","Fort Worth","","City","TX","Texas","West South Central","PARKER; DENTON; TARRANT","South","1B","Cities from 500,000 thru 999,999",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2016,"TX2270100","Austin","","City","TX","Texas","West South Central","WILLIAMSON; TRAVIS","South","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"TX2450000","Willacy","","County","TX","Texas","West South Central","WILLACY","South","8D","Non-MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2016,"IN0790100","Lafayette","","City","IN","Indiana","East North Central","TIPPECANOE","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,1
2016,"MN0170200","Windom","","City","MN","Minnesota","West North Central","COTTONWOOD","Midwest","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",3,0,3,0
2016,"MN0190400","Mendota Heights","","City","MN","Minnesota","West North Central","DAKOTA","Midwest","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",5,0,5,0
2016,"LA0260000","Jefferson","","County","LA","Louisiana","West South Central","JEFFERSON","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",13,0,11,0
2016,"MN0520100","North Mankato","","City","MN","Minnesota","West North Central","NICOLLET","Midwest","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",3,0,3,0
2016,"WA0030300","Prosser","","City","WA","Washington","Pacific","BENTON","West","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"WI0111000","Lodi","","City","WI","Wisconsin","East North Central","COLUMBIA","Midwest","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"AK0010100","Anchorage","","City","AK","Alaska","Pacific","ANCHORAGE","West","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"MN0560000","Otter Tail","","County","MN","Minnesota","West North Central","OTTER TAIL","Midwest","8B","Non-MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"MN0620900","St. Paul","","City","MN","Minnesota","West North Central","RAMSEY","Midwest","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MN0272700","Maple Grove","","City","MN","Minnesota","West North Central","HENNEPIN","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",3,0,3,0
2019,"MN0272700","Maple Grove","","City","MN","Minnesota","West North Central","HENNEPIN","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2016,"CTCSP0000","Connecticut State Police","","State Police","CT","Connecticut","New England","","Northeast","8A","Non-MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"CTCSP0000","Connecticut State Police","","State Police","CT","Connecticut","New England","","Northeast","8A","Non-MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2017,"VA0430100","Henrico County Police Department","","County","VA","Virginia","South Atlantic","HENRICO","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"VA0430100","Henrico County Police Department","","County","VA","Virginia","South Atlantic","HENRICO","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",2,0,2,0
2019,"SC0220200","Georgetown","","City","SC","South Carolina","South Atlantic","GEORGETOWN","South","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"VA0430100","Henrico County Police Department","","County","VA","Virginia","South Atlantic","HENRICO","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2019,"VA0430100","Henrico County Police Department","","County","VA","Virginia","South Atlantic","HENRICO","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",5,0,3,0
2019,"VA0430100","Henrico County Police Department","","County","VA","Virginia","South Atlantic","HENRICO","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2018,"MN0070100","Mankato","","City","MN","Minnesota","West North Central","BLUE EARTH","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,1
2018,"MI8208200","State Police:","Wayne County","State Police","MI","Michigan","East North Central","WAYNE","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MI3803800","State Police:","Jackson County","State Police","MI","Michigan","East North Central","JACKSON","Midwest","9D","MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"NC0550100","Lincolnton","","City","NC","North Carolina","South Atlantic","LINCOLN","South","5","Cities from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"IN0840000","Vigo","","County","IN","Indiana","East North Central","VIGO","Midwest","9B","MSA counties from 25,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2019,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","DENTON; COLLIN; DALLAS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","ROCKWALL; DENTON; COLLIN; DALLAS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",4,0,2,0
2019,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","DENTON; COLLIN; DALLAS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",4,0,2,0
2019,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","DENTON; COLLIN; DALLAS","South","1A","Cities 1,000,000 or over",82,"Human Trafficking","Involuntary Servitude",2,0,2,0
2018,"WA0110200","Pasco","","City","WA","Washington","Pacific","FRANKLIN","West","3","Cities from 50,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"NM0010000","Bernalillo","","County","NM","New Mexico","Mountain","BERNALILLO","West","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"NM0010000","Bernalillo","","County","NM","New Mexico","Mountain","BERNALILLO","West","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MI2502500","State Police:","Genesee County","State Police","MI","Michigan","East North Central","GENESEE","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"CT0013100","Southington","","City","CT","Connecticut","New England","HARTFORD","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"ND0090200","Fargo","","City","ND","North Dakota","West North Central","CASS","Midwest","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MI8208200","State Police:","Wayne County","State Police","MI","Michigan","East North Central","WAYNE","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2016,"VA0430100","Henrico County Police Department","","County","VA","Virginia","South Atlantic","HENRICO","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",5,0,5,0
2019,"NH0092000","Rochester","","City","NH","New Hampshire","New England","STRAFFORD","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MI8208200","State Police:","Wayne County","State Police","MI","Michigan","East North Central","WAYNE","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MI2502500","State Police:","Genesee County","State Police","MI","Michigan","East North Central","GENESEE","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",2,0,2,0
2013,"VA062SP00","State Police:","Nelson County","State Police","VA","Virginia","South Atlantic","NELSON","South","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",5,0,1,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",8,0,0,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2019,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","DENTON; COLLIN; DALLAS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",4,0,1,0
2019,"TX2200100","Arlington","","City","TX","Texas","West South Central","TARRANT","South","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"TX2200100","Arlington","","City","TX","Texas","West South Central","TARRANT","South","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",11,0,3,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",11,0,2,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",6,0,8,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",6,0,3,1
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",8,0,2,2
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",7,0,3,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",13,0,11,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",11,0,2,1
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",3,0,2,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",14,0,8,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",82,"Human Trafficking","Involuntary Servitude",2,0,1,0
2019,"TXHPD0000","Houston","","City","TX","Texas","West South Central","MONTGOMERY; FORT BEND; HARRIS","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",8,0,6,0
2016,"KYKSP0200","State Police:","Madisonville","State Police","KY","Kentucky","East South Central","","South","8E","Non-MSA State Police",81,"Human Trafficking","Commercial Sex Acts",2,0,2,0
2015,"KYKSP0100","State Police:","Mayfield","State Police","KY","Kentucky","East South Central","","South","8E","Non-MSA State Police",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"KYKSP0100","State Police:","Mayfield","State Police","KY","Kentucky","East South Central","","South","8E","Non-MSA State Police",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
